SNID,zcmb,redshift_diff,radial_distance_m,angular_velocity
2010ih,0.007866,-0.00028399999999999953,9.63122595972313e+23,-8.840105966577011e-23
2010jn,0.026023,-0.00014699999999999783,3.3069675962693695e+24,-1.332625435329777e-23
2010kg,0.016445,-0.0005149999999999981,2.1979493710498782e+24,-7.024416390276161e-23
2010ko,0.010612,-0.00024799999999999996,1.3827046818960363e+24,-5.377036077005932e-23
2011aa,0.012406,-0.0004939999999999996,1.632735959555149e+24,-9.070509740739106e-23
2011ao,0.011675,-0.00027500000000000094,1.4195750447220893e+24,-5.807577856240785e-23
2011ay,0.020796,-0.0010840000000000016,2.7149273616431395e+24,-1.1969934410153713e-22
2011B,0.004708,-0.0008019999999999998,6.141095915866272e+23,-3.9151570763584795e-22
2011de,0.029222,-0.0005280000000000007,3.85711569822227e+24,-4.1038545433562094e-23
2011dm,0.00445,-0.0010899999999999998,6.515085617650252e+23,-5.015648272291701e-22
2011dn,0.024429,-0.0007010000000000002,3.3397412521147496e+24,-6.2925387685327e-23
2011eh,0.007218,-0.0008620000000000008,8.84492252311017e+23,-2.92168866511598e-22
2011gu,0.018002,-0.0003580000000000007,2.526743144208374e+24,-4.2475904292054675e-23
2011hb,0.027785,-0.00046500000000000014,3.8390108964044586e+24,-3.631234626100243e-23
2011ia,0.018038,-0.0006020000000000018,2.3353872826595383e+24,-7.727842874543514e-23
2011im,0.014928,-0.000562,2.1359701589874447e+24,-7.887908016274414e-23
2011iv,0.005943,-0.0007369999999999998,8.256846843626526e+23,-2.6759251531539465e-22
2012fr,0.005229,-0.0006410000000000001,7.335748532165628e+23,-2.619595869942795e-22
2012hr,0.007885,-0.000255,9.9986080696028e+23,-7.645771917234166e-23
2012ij,0.011577,-0.0001329999999999977,1.3811188598390017e+24,-2.886963466609041e-23
2012V,0.010456,-0.0010139999999999975,1.4507628785104353e+24,-2.09537724541256e-22
2012Z,0.00668,-0.00051,9.495109566494333e+23,-1.6102410668279384e-22
2013aa,0.004781,0.0014809999999999997,5.4354051004859e+23,8.168528786535322e-22
2013ag,0.022239,0.001578999999999997,2.814173392045885e+24,1.6821006570524805e-22
2013cg,0.008815,0.00028500000000000053,1.0235159859777119e+24,8.347778803707001e-23
2013cs,0.010295,0.0009449999999999997,1.2210829839165988e+24,2.3201033553125806e-22
2013dh,0.013781,0.0001810000000000006,1.7573551428704472e+24,3.087733012768747e-23
2013E,0.010526,0.000256000000000001,1.251081451162169e+24,6.134442260070894e-23
2013eh,0.035086,-0.001464,4.6183102855988507e+24,-9.503392612674765e-23
2013eu,0.009356,-0.0007939999999999996,1.2245189317068405e+24,-1.943907974703223e-22
2013fn,0.02599,0.0005999999999999998,3.564795832375569e+24,5.045884343960633e-23
2013fy,0.029573,0.0005330000000000022,3.99732879843174e+24,3.9974039707889516e-23
2013gs,0.01748,-0.00028000000000000247,2.2217367019053965e+24,-3.778210449870628e-23
2013hh,0.014265,0.00011500000000000225,1.7348893303957911e+24,1.987223741939517e-23
2013hn,0.015973,0.0005030000000000017,1.9911317444449563e+24,7.573361571613934e-23
2013Q,0.016052,-0.0004480000000000005,2.2726151595685876e+24,-5.90980046131065e-23
2014at,0.031418,0.00027800000000000047,4.244188431976785e+24,1.963680563663909e-23
2014bv,0.00578,-0.0008599999999999997,7.445434557777184e+23,-3.462813511814304e-22
2014cd,0.020568,5.7999999999999025e-05,2.723385079280657e+24,6.384687459840416e-24
2014dg,0.003623,-0.0009070000000000003,5.171101424313475e+23,-5.258294840776586e-22
2014dt,0.006386,5.6000000000000494e-05,6.908898095147163e+23,2.4299645785472458e-23
2014eg,0.018511,0.00016099999999999795,2.484851011535044e+24,1.942433792365771e-23
2014ek,0.021968,-0.0007719999999999984,3.0544254336866184e+24,-7.577195207435699e-23
2014I,0.030282,0.0009019999999999966,3.9726164047096194e+24,6.80691940947077e-23
2014R,0.025647,-0.0003030000000000012,3.321900753973111e+24,-2.7344921327151617e-23
2015bp,0.004706,0.000516,5.377258291727966e+23,2.876798917507269e-22
2015F,0.005286,0.00026599999999999974,6.462224882415767e+23,1.2340145271792057e-22
2008J,0.01521,-0.0002999999999999999,2.1083504248274262e+24,-4.265786955570329e-23
2008ha,0.003414,-0.0010659999999999997,6.109379474725582e+23,-5.230952857816294e-22
2009J,0.016076,0.00016599999999999948,2.097778277780529e+24,2.3722978045445444e-23
2010ae,0.004229,0.0006390000000000007,4.967587593660709e+23,3.856346305930573e-22
2012ht,0.004646,-3.9999999999996635e-06,4.646458627111214e+23,-2.58082537311958e-24
2001bg,0.007963,-0.000586999999999999,9.504360195160366e+23,-1.8515520164693256e-22
2019np,0.005502,-0.0007080000000000003,5.9772276366393694e+23,-3.551028556498762e-22
1999bh,0.017744,-0.0005659999999999971,2.28371591396783e+24,-7.43010679174999e-23
1999dg,0.022631,0.0006609999999999984,2.91513739634375e+24,6.797717836097229e-23
2000cp,0.034239,0.0013089999999999977,4.4860262956745524e+24,8.747793741208796e-23
2000cu,0.019019,0.0003590000000000017,2.5858150158329104e+24,4.162149719257219e-23
2000cw,0.028962,-0.0005279999999999938,3.9818670333756534e+24,-3.975281356640541e-23
2000dg,0.037246,0.00027599999999999847,5.086524247938301e+24,1.6267044916091234e-23
2000dm,0.014717,-0.00012300000000000158,1.9964178179684048e+24,-1.8470318187965625e-23
2000dn,0.030814,-0.0006659999999999999,4.237580840072473e+24,-4.711692462357491e-23
2000dr,0.01765,-0.0002500000000000002,2.467671272583836e+24,-3.037200105730606e-23
2001bp,0.09505,-0.00014000000000000123,1.2531826653877399e+25,-3.349148155270276e-24
2001br,0.020465,-0.0004349999999999979,2.7621055678399167e+24,-4.7213879421699755e-23
2001cj,0.024912,-2.8000000000000247e-05,3.183273475820674e+24,-2.636967539157465e-24
2001ck,0.035436,-0.0007240000000000024,4.603773583409367e+24,-4.714605000866757e-23
2001dl,0.01983,-0.0006599999999999974,2.768316704229969e+24,-7.147412793401342e-23
2001E,0.02033,0.00014000000000000123,2.522778589065787e+24,1.6636792583348615e-23
2001ex,0.026566,-0.0007440000000000016,3.4859011850380996e+24,-6.398505778343303e-23
2002aw,0.026424,0.0014939999999999988,3.486826247904704e+24,1.2845203643890908e-22
2002cf,0.016228,0.00028800000000000006,1.995228451425629e+24,4.327335440826752e-23
2002cs,0.015377,-0.0005230000000000009,2.093020811609426e+24,-7.491156068029522e-23
2002cu,0.022173,-0.00018700000000000314,2.977116608406184e+24,-1.883069997584462e-23
2002dl,0.01517,-0.00015000000000000083,2.1498461019864967e+24,-2.0917250150347132e-23
2002eb,0.026331,-0.0009689999999999976,3.635364913913606e+24,-7.990914218547221e-23
2002ef,0.022242,-0.00048799999999999885,3.093145922245878e+24,-4.729771022175855e-23
2002el,0.027783,-0.0007070000000000028,3.796325852702612e+24,-5.583115781673769e-23
2002jg,0.01388,-0.00026999999999999767,1.983599089674042e+24,-4.080661464373859e-23
2003gn,0.033161,-0.0005889999999999992,4.543908800756313e+24,-3.8860321697611804e-23
2003gq,0.020298,-0.0004919999999999994,2.832674649377954e+24,-5.207018369313605e-23
2003gs,0.003981,-0.0005390000000000004,6.32082241566352e+23,-2.5564416184446406e-22
2003gt,0.014221,-0.00039900000000000005,2.0075185723676464e+24,-5.95845998081725e-23
2003he,0.024043,-0.0008670000000000032,3.3386840374100604e+24,-7.785105094509945e-23
2003hv,0.004984,-0.0005860000000000006,7.268351094741659e+23,-2.41703211771231e-22
2003Y,0.017322,-0.0004279999999999978,2.2323088489522932e+24,-5.747913066967441e-23
2004at,0.022869,-0.000341000000000001,2.955708010636218e+24,-3.458705251334871e-23
2004bd,0.010084,-0.0005460000000000013,1.2056212188605119e+24,-1.357695763041631e-22
2004bk,0.024051,0.0005310000000000002,3.047157082591876e+24,5.224207052122009e-23
2004br,0.024259,-0.0003809999999999994,3.0504608785440316e+24,-3.744382604654705e-23
2004bv,0.009914,-0.0003060000000000007,1.4128353009796925e+24,-6.493077578426021e-23
2004bw,0.022069,0.0009089999999999966,2.8281814868830234e+24,9.635567787495045e-23
2004E,0.03067,-0.0008799999999999954,3.9426179374640487e+24,-6.691426032766694e-23
2004fz,0.016459,-0.0009709999999999996,2.2888698356531915e+24,-1.271800048144402e-22
2004S,0.0098,-0.0006200000000000008,1.2287477905255992e+24,-1.5126889781058602e-22
2005bc,0.012616,-0.0003039999999999987,1.5998301518716824e+24,-5.696661431551106e-23
2005cc,0.007848,-0.0005919999999999988,9.594223445058992e+23,-1.8498332476027544e-22
2005de,0.014946,-0.0002440000000000029,2.016637049195595e+24,-3.6272942511484154e-23
2005dm,0.016013,-0.0002669999999999999,2.2254369533718103e+24,-3.596803143073659e-23
2008cl,0.063409,-0.00014100000000000223,8.369175905999806e+24,-5.050764502117474e-24
2008ei,0.036541,-0.00047900000000000026,4.976706070488658e+24,-2.885454462210184e-23
SNF20071021-000,0.026396,-0.0007440000000000016,3.647390731179451e+24,-6.115209616707958e-23
SNF20080514-002,0.02292,0.0007300000000000015,2.899147023935319e+24,7.54872010743816e-23
SNF20080909-030,0.030132,-0.0009680000000000001,4.141638605621884e+24,-7.00686677369875e-23
2017gup,0.022603,-0.00014699999999999783,3.06063657007667e+24,-1.4398799176896522e-23
2017hoq,0.023498,0.00046800000000000314,3.0936745295982225e+24,4.535152906411979e-23
2018enc,0.024495,0.000955000000000001,3.157107411879605e+24,9.068484534694643e-23
2018fop,0.020165,-0.0013450000000000024,2.802940485808556e+24,-1.4385637442233627e-22
2018jjd,0.025465,0.00025500000000000175,3.383087055007027e+24,2.2596839971013317e-23
ASASSN-16bn,0.022527,0.00011699999999999905,3.0614294811051873e+24,1.1457300520062037e-23
ASASSN-16es,0.029734,-0.0007359999999999971,3.766327385457042e+24,-5.858419263816167e-23
ASASSN-16hh,0.02935,-0.0004399999999999994,3.998914620488775e+24,-3.2986120994970637e-23
ASASSN-16lc,0.020015,-0.0009449999999999979,2.68664686829269e+24,-1.0544886868218496e-22
ASASSN-18da,0.02157,-0.0001300000000000051,2.9073404378966636e+24,-1.3405041608473222e-23
ASASSN-18iu,0.022021,-4.900000000000043e-05,2.9469859893225276e+24,-4.9846963966656396e-24
2019ein,0.008373,-0.0004569999999999991,1.024837504358574e+24,-1.3368475755749063e-22
2021pit,0.003659,-0.00018100000000000017,5.122205244221577e+23,-1.0593569041227735e-22
2021hpr,0.009578,-0.0008619999999999999,1.2395842412486686e+24,-2.0847401104073816e-22
2015bo,0.016935,0.0006949999999999977,2.1325342111972028e+24,9.770336026310619e-23
722,0.085043,-0.00027699999999999947,1.1410121852201632e+25,-7.277968801882376e-24
739,0.106426,-0.00024399999999999422,1.4224559547923686e+25,-5.142469227644778e-24
744,0.126942,-0.00015799999999999148,1.6948605386394774e+25,-2.7947555143398833e-24
762,0.190093,-0.00015699999999999048,2.529135092477734e+25,-1.8610083757877206e-24
774,0.092274,-0.0002460000000000101,1.2333863200424252e+25,-5.979387274659107e-24
1032,0.129039,-0.00017100000000000448,1.7147361750876438e+25,-2.989644183332232e-24
1112,0.256088,-0.00011200000000000099,3.4043370705712902e+25,-9.862935014941307e-25
1119,0.296392,-7.80000000000225e-05,3.935547814126436e+25,-5.941691685226595e-25
1166,0.3805,-0.00010999999999999899,5.049217784046562e+25,-6.531144385214259e-25
1241,0.08848,-0.00021999999999999797,1.1865913541760977e+25,-5.558302824968278e-24
1253,0.261659,-9.100000000000774e-05,3.476531619717788e+25,-7.847221501818787e-25
1316,0.215656,-0.00012400000000004074,2.86913534150594e+25,-1.2956609001407488e-24
1371,0.117973,-0.00020699999999998497,1.5771396812722798e+25,-3.934783934669251e-24
1580,0.182156,-0.00013399999999999523,2.4174800044786933e+25,-1.6617382273100257e-24
1688,0.357671,-6.899999999998574e-05,4.746378631888199e+25,-4.358202580599131e-25
1794,0.140701,-0.00011900000000000799,1.8753667342814346e+25,-1.9023107240766827e-24
2017,0.261624,-9.599999999998499e-05,3.4767562778425345e+25,-8.277852592490227e-25
2030,0.232383,-6.699999999998374e-05,3.0870669376939125e+25,-6.506530338146717e-25
2031,0.151859,-9.100000000000774e-05,2.021923122719044e+25,-1.3492656259509608e-24
2102,0.09401,-0.0001300000000000051,1.2567639801998762e+25,-3.1010611502251398e-24
2165,0.288823,-0.00011699999999997823,3.835046341261873e+25,-9.146100063670225e-25
2246,0.194222,-0.00011800000000000699,2.5756393243002716e+25,-1.3734652095984991e-24
2308,0.149229,-0.00017099999999997673,1.9849206080549045e+25,-2.5826982756871556e-24
2330,0.211793,-0.00015699999999999048,2.81747718799804e+25,-1.6705518009691827e-24
2372,0.179591,-0.00013900000000000023,2.3848781460228245e+25,-1.747307372139476e-24
2422,0.265694,-0.000126000000000015,3.5310971136635844e+25,-1.0697482536472456e-24
2440,0.190296,-0.00014400000000000523,2.5259370179960475e+25,-1.7090732525964002e-24
2533,0.341008,-0.0001020000000000465,4.522235899310174e+25,-6.76188314737815e-25
2561,0.117412,-0.00018799999999999373,1.5610964481286138e+25,-3.610345931640651e-24
2635,0.14311,-0.00014000000000000123,1.8990219132988665e+25,-2.2101347976069938e-24
2689,0.160357,-0.00017300000000000648,2.134106818070429e+25,-2.4302483265994772e-24
2789,0.288902,-0.00010799999999999699,3.838733377544477e+25,-8.434444979533867e-25
2916,0.12303,-0.0001300000000000051,1.6413258290307532e+25,-2.3744840208245634e-24
2943,0.264054,-0.00013599999999996948,3.507309782808067e+25,-1.1624799864512575e-24
2992,0.126083,-0.00014700000000000824,1.6730951309066782e+25,-2.6340098965036418e-24
3080,0.173152,-0.00015799999999999148,2.3047809169587714e+25,-2.0551718393477465e-24
3087,0.164311,-0.00016899999999997473,2.1872450721648944e+25,-2.3163808229246676e-24
3199,0.249615,-0.00010499999999996623,3.3183326543447834e+25,-9.48615204348925e-25
3256,0.10694,-0.00017000000000000348,1.4302132676880295e+25,-3.5634348395038036e-24
3317,0.159907,-0.00017300000000003424,2.127789960209908e+25,-2.4374631050939743e-24
3377,0.244485,-0.00010499999999996623,3.2390415514930563e+25,-9.718371187760713e-25
3451,0.248353,-0.00010699999999996823,3.301694737929729e+25,-9.715553844963965e-25
3452,0.229669,-0.00011099999999999999,3.054531155157087e+25,-1.0894294786228376e-24
3592,0.085439,-0.00027099999999999347,1.1441441837828063e+25,-7.100831981629038e-24
3901,0.061702,-0.0005179999999999907,8.307196693937371e+24,-1.8693730143326248e-23
4000,0.276562,-0.00011800000000000699,3.669869758837915e+25,-9.63944563940164e-25
4046,0.277643,-0.00012700000000004374,3.689679319367039e+25,-1.0318956979856074e-24
4241,0.330519,-0.00011099999999997223,4.387441024462239e+25,-7.584594904513931e-25
4524,0.060903,-0.0003270000000000009,8.14055322611066e+24,-1.2042441225193908e-23
4679,0.331041,-0.00010900000000002574,4.392727097985686e+25,-7.438972918894083e-25
5103,0.160596,-0.00018400000000001748,2.1407144099747397e+25,-2.576794551154357e-24
5183,0.389096,-7.40000000000185e-05,5.151278648600543e+25,-4.306628199589336e-25
5350,0.17431,-7.00000000000145e-05,2.3179432400321585e+25,-9.053488324292703e-25
5391,0.300219,-8.099999999999774e-05,3.976448808014119e+25,-6.106752600224371e-25
5395,0.116354,-0.0001759999999999956,1.5461765056086805e+25,-3.4125128933599585e-24
5533,0.21887,-0.00010999999999999899,2.911067119730695e+25,-1.132820681340059e-24
5549,0.119919,-0.00022099999999999898,1.6022353153248515e+25,-4.1351062845950775e-24
5550,0.154928,-0.00018199999999998773,2.0654142926332163e+25,-2.641708617520721e-24
5588,0.409466,-0.00010399999999999299,5.433303886260329e+25,-5.738389805665295e-25
5635,0.178393,-0.00012699999999998823,2.3759578969520055e+25,-1.6024544128007987e-24
5717,0.250374,-0.000136000000000025,3.3262617646299557e+25,-1.2257536289403646e-24
5736,0.253945,-0.00012500000000004174,3.37251490796013e+25,-1.1111606107822588e-24
5737,0.391606,-9.399999999998299e-05,5.1935672367881315e+25,-5.426037589805541e-25
5751,0.129287,-0.00021299999999999097,1.7253083221345409e+25,-3.701123604098501e-24
5844,0.309296,-8.399999999997299e-05,4.107279127719469e+25,-6.13120406208533e-25
5944,0.044955,-0.0007949999999999971,6.067751645728423e+24,-3.927896493222201e-23
5957,0.279235,-0.00011499999999997623,3.704268882291757e+25,-9.307135568588418e-25
5966,0.30822,-0.00012000000000000899,4.091843793030999e+25,-8.79190330316946e-25
5994,0.188012,-7.799999999999474e-05,2.500312776591131e+25,-9.352354610561713e-25
6057,0.066517,-2.2999999999995246e-05,8.863688084118412e+24,-7.779184543229984e-25
6100,0.316134,-9.599999999998499e-05,4.198463895998955e+25,-6.8549061468463e-25
6108,0.258003,-0.00012700000000004374,3.4293401983372012e+25,-1.1102322885455939e-24
6127,0.28704,-9.999999999998899e-05,3.8137698953299923e+25,-7.860790404976097e-25
6137,0.298878,-5.1999999999996493e-05,3.965876660967222e+25,-3.9308352600650364e-25
6192,0.27091,-0.00012000000000000899,3.6007543475188276e+25,-9.990988411856549e-25
6196,0.279804,-0.00010599999999999499,3.7180258886365314e+25,-8.547008950400847e-25
6249,0.293536,-0.00011399999999994748,3.899285349755581e+25,-8.764770245431392e-25
6295,0.078494,-0.0002760000000000262,1.0514396693653285e+25,-7.86946895944616e-24
6304,0.189793,-0.00015700000000001824,2.52322790531528e+25,-1.8653652255056343e-24
6315,0.265764,-6.60000000000105e-05,3.5284540769018606e+25,-5.607640569145906e-25
6406,0.123767,-0.00016299999999999648,1.645131801967636e+25,-2.9703498890212483e-24
6422,0.185006,-0.00014400000000000523,2.464037097036466e+25,-1.7520074679039085e-24
6558,0.056314,-0.0007659999999999959,7.583533228577275e+24,-3.02815344650479e-23
6649,0.315088,-0.00011200000000000099,4.178641120286024e+25,-8.035328789781784e-25
6699,0.30915,-7.00000000000145e-05,4.1046360909577444e+25,-5.112626696976626e-25
6773,0.08932,-0.00010999999999999899,1.1933310979184945e+25,-2.7634552084933647e-24
6777,0.402762,-6.80000000000125e-05,5.342898813825551e+25,-3.815510615932349e-25
6780,0.202676,-0.00011400000000000299,2.6967432687224764e+25,-1.2673190143231986e-24
6924,0.3286,-0.00010999999999999899,4.36365369360672e+25,-7.5572381988779795e-25
6933,0.213833,-0.00015700000000001824,2.8439075556152822e+25,-1.655026226611026e-24
6936,0.178901,-0.00010899999999999799,2.3815347045192436e+25,-1.372114286640048e-24
7017,0.267876,-0.0001140000000000585,3.5548844445191032e+25,-9.613910309999074e-25
7143,0.303542,-0.00010799999999999699,4.0324415418112475e+25,-8.029275843997999e-25
7147,0.10886,-0.00021999999999999797,1.4565379138348026e+25,-4.5281581847981875e-24
7243,0.203228,-0.00011199999999997323,2.704051265368644e+25,-1.241720366992171e-24
7473,0.216772,-0.00014800000000000924,2.8835531070411458e+25,-1.5387018076989991e-24
7475,0.322651,-0.00010899999999997023,4.284362590754993e+25,-7.6271270766166985e-25
7512,0.220552,-0.00010799999999996923,2.9231986584670093e+25,-1.107608111758313e-24
7779,0.379863,-4.700000000001925e-05,5.037628067846401e+25,-2.796999964316418e-25
7847,0.211603,-0.00013699999999999823,2.8103277735575756e+25,-1.4614511208422938e-24
7876,0.074896,-0.0003039999999999987,1.0046579186828093e+25,-9.071436708674704e-24
8030,0.423133,-8.700000000000374e-05,5.6058809716171135e+25,-4.652603931131512e-25
8046,0.257605,-0.00011500000000003174,3.417050077395184e+25,-1.0089443200753633e-24
8151,0.011836,-7.400000000000115e-05,1.7185025024731008e+24,-1.2909286928633724e-23
8213,0.184684,-0.00015600000000001724,2.4595042889901088e+25,-1.9015060741044007e-24
8495,0.213532,-0.00011800000000000699,2.8410134303611943e+25,-1.2451722215021209e-24
8598,0.360237,-9.300000000000974e-05,4.773271530938743e+25,-5.841004102383364e-25
8719,0.116282,-0.00021800000000000985,1.55365629964436e+25,-4.206513104536891e-24
8921,0.144095,-0.00013499999999999623,1.9213159283840103e+25,-2.1064719878754786e-24
9032,0.25249,-0.00010999999999999899,3.3566566873897846e+25,-9.824409658541374e-25
9045,0.389284,-9.599999999998499e-05,5.166925426229951e+25,-5.570058321703878e-25
9207,0.348859,-0.00010100000000001774,4.628856002278131e+25,-6.541365348825548e-25
9457,0.256722,-0.00010799999999999699,3.4125436997164438e+25,-9.48781563344945e-25
9467,0.218856,-0.00011400000000000299,2.910934967892609e+25,-1.1740674590454037e-24
10096,0.076663,-0.00027699999999999947,1.0261458075556276e+25,-8.092661905798224e-24
10434,0.102879,-0.00017100000000000448,1.3765067606897928e+25,-3.7242468967106094e-24
10449,0.240538,-0.00011200000000000099,3.198431291649163e+25,-1.0497882316142416e-24
10550,0.299226,-0.00010399999999999299,3.975299087022769e+25,-7.843036448195506e-25
10805,0.043971,-0.00041899999999999576,5.979606369724921e+24,-2.1006907835603446e-23
11067,0.116803,-0.00020699999999999885,1.5561936149356153e+25,-3.9877453685971555e-24
11206,0.381745,-0.00010500000000002174,5.066437168549196e+25,-6.213085654237076e-25
11300,0.135528,-0.00019200000000002548,1.8083921827393421e+25,-3.1829462925910157e-24
11452,0.299723,-0.00011699999999997823,3.980413363156705e+25,-8.81207914501029e-25
11557,0.381171,-8.900000000000574e-05,5.050843251655022e+25,-5.282588952499945e-25
11650,0.273827,-0.00012300000000003974,3.636818584132554e+25,-1.0139211368665816e-24
11864,0.30396,-0.00010999999999999899,4.0332740983911906e+25,-8.176278025129451e-25
12136,0.348294,-9.599999999998499e-05,4.624561067540329e+25,-6.223309747167593e-25
12779,0.078908,-0.00015199999999999936,1.0565275151316476e+25,-4.3130399316028975e-24
12780,0.048247,0.00012699999999999517,6.529358016163563e+24,5.831146350337422e-24
12781,0.082822,-0.00026799999999999047,1.1111723001802964e+25,-7.230595896870416e-24
12841,0.292075,-7.500000000004725e-05,3.878497865624619e+25,-5.797201681943719e-25
12843,0.165951,-0.00010900000000002574,2.2102791375433216e+25,-1.4784276504698826e-24
12851,0.248075,-0.00011500000000003174,3.2985098786318516e+25,-1.0452032565780717e-24
12853,0.168172,-0.00010800000000002474,2.2386521371804314e+25,-1.4462981955198625e-24
12855,0.169332,-0.00013799999999999923,2.255831876131639e+25,-1.8339735173413934e-24
12856,0.170286,-0.00013399999999999523,2.2686902499774274e+25,-1.770721647540834e-24
12860,0.120423,-0.00015699999999999048,1.6080103506492187e+25,-2.927059262211473e-24
12869,0.278066,-9.40000000000385e-05,3.69407997557531e+25,-7.628554670807514e-25
12881,0.236708,-0.00014200000000000323,3.146654201486985e+25,-1.3528823413733803e-24
12883,0.305192,-6.80000000000125e-05,4.050453837342398e+25,-5.032988391587109e-25
12897,0.016546,4.60000000000009e-05,2.3282510834028833e+24,5.923095308021791e-24
12898,0.08255,-0.00027000000000000635,1.1045382779083684e+25,-7.328307699148561e-24
12907,0.130874,-0.00020600000000001173,1.7449593004579604e+25,-3.5391797580491116e-24
12927,0.188917,-0.00014300000000000423,2.507924722464897e+25,-1.7093942696918934e-24
12928,0.13868,-7.00000000000145e-05,1.8461611780643814e+25,-1.1367085555339587e-24
12930,0.146065,-8.500000000000174e-05,1.9448521707471646e+25,-1.3102465736617308e-24
12950,0.081415,-0.0002550000000000052,1.0933450172224663e+25,-6.992035961732164e-24
12971,0.233809,-0.00014100000000000223,3.1087266239562426e+25,-1.3597444127848681e-24
12972,0.259353,-0.00012699999999998823,3.4465199372884083e+25,-1.104698155204968e-24
12977,0.246431,-0.00012899999999993472,3.2747754085115674e+25,-1.1809428818069073e-24
12983,0.26395,-0.00012999999999990797,3.5061204162652905e+25,-1.1115710504172117e-24
13005,0.126223,-0.00019700000000000273,1.682081455896541e+25,-3.5110733798871e-24
13025,0.222867,-0.00012299999999995648,2.9649322089346353e+25,-1.2436868614691447e-24
13038,0.104845,-0.00022500000000000298,1.4034525204755715e+25,-4.806240472399008e-24
13044,0.124552,-0.00016800000000000148,1.6635669833806623e+25,-3.0275386231607932e-24
13045,0.179156,-0.00015399999999998748,2.386662195836989e+25,-1.934418645945216e-24
13070,0.197186,-0.00014400000000000523,2.6249055295388116e+25,-1.644634957951665e-24
13072,0.229165,-0.00011499999999997623,3.047857487333733e+25,-1.1311596035335827e-24
13099,0.264514,-0.00011599999999989397,3.5155692726884546e+25,-9.891975503976936e-25
13135,0.103375,-0.0002349999999999991,1.3832465044321897e+25,-5.093179516757161e-24
13136,0.370464,-0.00010599999999999499,4.916801642284178e+25,-6.463144714789739e-25
13152,0.202157,-0.00015299999999998648,2.6899242338772283e+25,-1.7051872872970082e-24
13254,0.179903,-0.00013699999999999823,2.388591612673047e+25,-1.7194888623106536e-24
13305,0.213386,-0.00011400000000000299,2.838780064297537e+25,-1.2039094060799639e-24
13327,0.280698,-0.00010199999999999099,3.729945984431908e+25,-8.1981966611923e-25
13354,0.15654,-0.00016999999999997573,2.083056563017725e+25,-2.4466314916653103e-24
13370,0.198464,-0.00014600000000000724,2.6377506882007917e+25,-1.659356931031926e-24
13411,0.161801,-9.899999999998799e-05,2.154074960805256e+25,-1.3778282502713534e-24
13425,0.211147,-0.000123000000000012,2.8097066599185707e+25,-1.3123958048728213e-24
13506,0.243412,-0.00012799999999998923,3.2326850480811094e+25,-1.1870452596913167e-24
13511,0.236527,-0.00011300000000000199,3.137813243519018e+25,-1.0796228177049976e-24
13518,0.29981,-0.00011999999999995348,3.980413363156705e+25,-9.038029892316424e-25
13578,0.22769,-0.00013999999999997348,3.026277092174255e+25,-1.386883713607258e-24
13610,0.29683,-9.00000000000345e-05,3.9421818363983646e+25,-6.84426095490838e-25
13641,0.217813,-0.00012699999999996048,2.898089809230629e+25,-1.313749561684417e-24
13655,0.261734,-0.00010599999999999499,3.471615571340981e+25,-9.153663444286143e-25
13689,0.250294,-0.00013599999999996948,3.3271603971289426e+25,-1.2254225652353108e-24
13727,0.225338,-9.199999999998099e-05,2.9950628280182913e+25,-9.208790506155572e-25
13736,0.148822,-0.00015799999999999148,1.9850131143415646e+25,-2.3862415830793792e-24
13757,0.289626,-0.00010399999999999299,3.8482615250704933e+25,-8.101948224900532e-25
13796,0.147294,-0.00017599999999998173,1.965084617158164e+25,-2.685048376405246e-24
13830,0.329846,-0.0001040000000000485,4.380436977043669e+25,-7.117649630712565e-25
13835,0.246039,-0.00013100000000004774,3.2705994104280435e+25,-1.200783314300006e-24
13894,0.123564,-0.00020599999999999785,1.6505764576967877e+25,-3.741556233885423e-24
13934,0.329313,-9.699999999995823e-05,4.373327208154631e+25,-6.64936947131793e-25
13956,0.262902,-0.00012799999999996148,3.491451562237721e+25,-1.0990682224843576e-24
14019,0.215128,-8.199999999999874e-05,2.859765776185628e+25,-8.596152090745188e-25
14024,0.147587,-0.000123000000000012,1.9665779329285377e+25,-1.8750577699756764e-24
14108,0.134633,-0.00013699999999999823,1.7866928509255861e+25,-2.2987480318579982e-24
14157,0.210831,-0.00011900000000000799,2.7950113755233835e+25,-1.2763920324053054e-24
14212,0.20308,-0.00011999999999998123,2.702372937024949e+25,-1.3312409426213196e-24
14261,0.284364,-8.599999999997499e-05,3.7775206461429442e+25,-6.8251516809888225e-25
14279,0.044288,-0.0005819999999999992,5.998239778895076e+24,-2.908840209587957e-23
14284,0.180372,-0.00012799999999998923,2.3928204714918065e+25,-1.6036905016978902e-24
14298,0.268792,-7.80000000000225e-05,3.569421146708586e+25,-6.551149545793801e-25
14318,0.056583,5.2999999999997494e-05,7.647098262696743e+24,2.0777816275105642e-24
14331,0.219756,-0.000144000000000033,2.922656835930856e+25,-1.4770845971816037e-24
14397,0.384923,-0.00010699999999996823,5.108051782362544e+25,-6.279848829401265e-25
14421,0.174003,-0.00016700000000000048,2.3131989890448635e+25,-2.1643334932751494e-24
14437,0.147917,-0.00014300000000000423,1.972590841561461e+25,-2.17330024000649e-24
14451,0.177286,-8.400000000000074e-05,2.357588791458022e+25,-1.0681492278569228e-24
14456,0.327936,-0.00010399999999999299,4.35522240633682e+25,-7.158857280545192e-25
